DBSFI1, 04/13/24,INC,REP,E(NO0708) 00 BLDG LEASE AID,F(NO0709) 00 BLDG AMORT-RETRO AID,G(NO0710) 00 BLDG AMORT-PROSP AID,H(NO0707) 00 BLDG AMORT-CAP OUTLAY AID,I(NO0711) 00 BLDG 2023 DEFERD JULY AID,J(NO0715) 00 BLDG 2022 DEFERD JULY AID,K(NO0712) 00 BLDG NYC UNCONFIRMED  AID,L(NO0713) 00 BLDG REFUND/REFIN AID (A.R.),M(NO0568) 00 BLDG AID ON 3 CAP OUTLAY EXCEPTIONS,"N(NO0572) 00 BLDG AID ON METAL DETECTORS,ETC.",O(NO0569) 00 BLDG EXP FOR BLDG CONDITION SURVEYS,P(NO0570) 05 BLDG CONDITION SURVEY AID RATIO,Q(NO0571) 00 BLDG AID FOR BLDG CONDITION SURVEYS,R(NO0573) 00 BLDG AID DUE SPECIAL LEGISLATION,S(NO0468) 00 CHAPTER 97 POTENTIAL EXPENDITURES,T(NO0540) 00 CHAPTER 97 POTENTIAL AID,U(A10117) 00 -BLDG AID 23-24 DEFERRED TO 2024-25 (NYC),V(A20117) 00 +BLDG AID 22-23 DEFERRED TO 2023-24 (NYC),W(NO0719) 00 REORG INCENTIVE NET EXPENDITURES,X(NO0720) 00 REBL AMORT (PROSP)  EXPENDITURES,Y(NO0721) 00 REBL DEFERRED JULY  EXPENDITURES,Z(NO0723) 00 REORG INCENTIVE NET AID,AA(NO0724) 00 REBL AMORT (PROSP)  AID,AB(NO0725) 00 REBL DEFERRED JULY  AID,AC(FA0153) 00 24-25 BLDG AID DEFERRED TO 7/24,AD(FA0154) 00 23-24 BLDG AID DEFERRED TO 7/23,AE(CL0014) 00 2023-24 PAYABLE UPK AID
280215,LAWRENCE,1,0,0,0,"78,636",0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"987,401"
280216,ELMONT,1,0,0,0,"715,600","10,354",0,0,0,0,0,0,0,0.589,0,0,"81,573","56,204",0,0,0,0,0,0,0,0,0,0,"1,165,948"
280217,FRANKLIN SQUAR,1,0,0,0,"380,644",0,"114,952","34,243",0,0,0,0,0,0.540,0,0,0,0,0,0,0,0,0,0,0,0,"149,195",0,"259,199"
280218,GARDEN CITY,1,0,0,0,"601,233",0,"77,881","77,881",0,0,0,0,0,0.103,0,0,"1,110,138","225,358",0,0,0,0,0,0,0,0,"155,762","28,673","194,397"
280219,EAST ROCKAWAY,1,0,0,0,"755,553",0,0,0,0,0,0,0,"9,593",0.409,"3,924",0,"350,092","178,197",0,0,0,0,0,0,0,0,0,0,"124,199"
280220,LYNBROOK,1,0,0,0,"787,097",0,0,0,0,0,0,0,"22,695",0.424,"9,623",0,"2,692,648","1,410,948",0,0,0,0,0,0,0,0,0,0,"210,598"
280221,ROCKVILLE CENT,1,0,0,0,"1,386,918",744,0,0,0,0,0,0,"42,000",0.357,"14,994",0,0,0,0,0,0,0,0,0,0,0,0,"19,509",0
280222,FLORAL PARK,1,0,0,0,"857,244",0,0,0,0,0,0,0,0,0.451,0,0,"733,556","404,189",0,0,0,0,0,0,0,0,0,"48,306","215,999"
280223,WANTAGH,1,0,0,0,"909,686","1,132",0,0,0,0,0,0,0,0.557,0,0,"108,649","71,382",0,0,0,0,0,0,0,0,0,0,"340,199"
280224,V STR TWENTY-F,1,1,0,0,"546,812",0,0,0,0,0,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,552","112,712"
280225,MERRICK,1,0,0,0,"815,833",0,0,0,0,0,0,"15,800",0,0.532,0,0,"568,492","359,287",0,0,0,0,0,0,0,0,0,0,"469,800"
280226,ISLAND TREES,1,0,0,0,"2,380,383",0,0,0,0,0,0,0,0,0.577,0,0,"575,036","389,299",0,0,0,0,0,0,0,0,0,0,"35,900"
280227,WEST HEMPSTEAD,1,0,0,0,"1,062,055",0,0,0,0,0,0,0,"13,717",0.345,"4,732",0,"473,964","210,914",0,0,0,0,0,0,0,0,0,0,"199,800"
280229,NORTH MERRICK,1,0,0,0,"1,074,850",0,0,0,0,0,0,0,0,0.692,0,0,"39,998","31,678",0,0,0,0,0,0,0,0,0,0,"349,999"
280230,VALLEY STR UF,1,1,0,0,"1,008,370",0,0,0,0,0,0,0,0,0.640,0,0,"1,581,450","1,170,273",0,0,0,0,0,0,0,0,0,0,"489,077"
280231,ISLAND PARK,1,0,0,0,"295,344",0,"20,912","2,179",0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,"23,091","65,668",0
280251,VALLEY STR CHS,1,1,0,0,"3,133,803",0,0,0,0,0,0,"7,320",0,0.632,0,0,"541,233","396,183",0,0,0,0,0,0,0,0,0,0,0
280252,SEWANHAKA,1,0,0,0,"4,708,346",0,0,0,0,0,0,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280253,BELLMORE-MERRI,1,0,0,0,"4,064,372",20,0,0,0,0,0,"9,361",0,0.597,0,0,"167,000","116,399",0,0,0,0,0,0,0,0,0,0,0
280300,LONG BEACH,1,0,0,0,"3,244,682",0,0,0,0,0,0,0,0,0.324,0,0,"1,087,406","461,060",0,0,0,0,0,0,0,0,0,0,0
280401,WESTBURY,1,0,0,0,"4,138,014",0,0,0,0,0,0,0,0,0.748,0,0,"751,632","637,384",0,0,0,0,0,0,0,0,0,0,"1,802,980"
280402,EAST WILLISTON,1,0,0,0,"609,423",0,0,0,0,0,0,"11,460",0,0.282,0,0,"287,556","109,846",0,0,0,0,0,0,0,0,0,"59,394","199,801"
280403,ROSLYN,1,0,0,0,"394,861",0,0,0,0,0,0,"8,400",0,0.140,0,0,"2,364,792","567,550",0,0,0,0,0,0,0,0,0,0,"249,986"
280404,PORT WASHINGTO,1,0,0,"7,225","1,078,005",0,0,0,0,0,0,"9,990","39,500",0.226,"8,927",0,"1,555,782","507,185",0,0,0,0,0,0,0,0,0,"42,051","1,109,323"
280405,NEW HYDE PARK,1,0,0,0,"422,120",0,"15,690","7,845",0,0,0,0,0,0.368,0,0,0,0,0,0,0,0,0,0,0,0,"23,535",0,"386,100"
280406,MANHASSET,1,0,0,0,"120,841",0,0,0,0,0,"10,000","2,500",0,0.000,0,0,"448,870","44,887",0,0,0,0,0,0,0,0,0,0,0
280407,GREAT NECK,1,0,0,0,"618,664",0,"59,724","29,862",0,0,0,"3,500",0,0.000,0,0,"2,866,860","286,686",0,0,0,0,0,0,0,0,"89,586","87,101","722,846"
280409,HERRICKS,1,0,0,0,"1,162,873",0,0,0,0,0,0,0,0,0.493,0,0,"43,532","25,814",0,0,0,0,0,0,0,0,0,"306,443","756,000"
280410,MINEOLA,1,0,0,0,"385,167",0,"91,441","51,677",0,0,0,0,0,0.045,0,0,"449,034","65,110",0,0,0,0,0,0,0,0,"143,118",0,"739,800"
280411,CARLE PLACE,1,0,0,0,"166,092",0,0,0,0,0,0,0,0,0.064,0,0,"338,250","55,473",0,0,0,0,0,0,0,0,0,0,0
280501,NORTH SHORE,1,0,0,0,"597,923",0,0,0,0,0,"5,899",0,0,0.069,0,0,"1,224,408","206,925",0,0,0,0,0,0,0,0,0,0,"593,996"
280502,SYOSSET,1,0,0,0,"1,308,743",0,"3,030",0,0,0,0,0,"75,746",0.284,"21,512",0,"2,323,529","892,235",0,0,0,0,0,0,0,0,"3,030",0,"631,800"
280503,LOCUST VALLEY,1,0,0,0,"171,060",0,"1,231",0,0,0,0,500,0,0.000,0,0,"404,934","40,493",0,0,0,0,0,0,0,0,"1,231",0,"194,397"
280504,PLAINVIEW,1,0,0,0,"2,691,496",0,"6,867",0,0,0,0,0,0,0.409,0,0,"483,642","246,174",0,0,0,0,0,0,0,0,"6,867",0,"756,001"
280506,OYSTER BAY,1,0,0,0,"90,409",0,0,0,0,0,0,0,0,0.000,0,0,"1,155,532","115,553",0,0,0,0,0,0,0,0,0,0,"84,197"
280515,JERICHO,1,0,0,0,"514,819",0,0,0,0,0,0,0,"50,000",0.099,"4,950",0,"3,276,864","652,096",0,0,0,0,0,0,0,0,0,0,"485,999"
280517,HICKSVILLE,1,0,0,0,"1,144,617",0,"2,083","1,041",0,0,0,0,0,0.229,0,0,"164,762","54,207",0,0,0,0,0,0,0,0,"3,124","88,907","340,201"
280518,PLAINEDGE,1,0,0,0,"1,770,929",0,0,0,0,0,0,"22,225",0,0.535,0,0,"459,350","291,687",0,0,0,0,0,0,0,0,0,"52,404","415,800"
280521,BETHPAGE,1,0,0,0,"835,422",0,0,0,0,0,0,0,0,0.393,0,0,"1,152,542","568,203",0,0,0,0,0,0,0,0,0,0,0
280522,FARMINGDALE,1,0,0,0,"1,564,052",0,"613,986","306,993",0,0,0,0,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0,"920,979",0,"427,523"
280523,MASSAPEQUA,1,0,0,0,"4,279,143",0,"94,178","47,089",0,0,0,"18,340",0,0.433,0,0,"805,398","429,277",0,0,0,0,0,0,0,0,"141,267",0,0
300000,NEW YORK CITY,1,1,"85,056,190","1,429,838,401",0,"538,767",0,0,"118,042,288",0,0,0,"14,912,152",0.469,"6,993,799",0,0,0,"36,183,609","26,478,343",0,0,0,0,0,0,0,0,"253,138,933"
400301,LEWISTON PORTE,1,0,0,0,"3,560,867",0,0,0,0,0,"72,600",0,0,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"423,520"
400400,LOCKPORT,1,0,0,0,"6,809,302",0,"277,663",0,0,0,"85,400",0,0,0.754,0,0,0,0,0,0,0,0,0,0,0,0,"277,663",0,"717,936"
400601,NEWFANE,1,0,0,0,"1,705,316",0,0,0,0,0,"81,600",0,0,0.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"280,104"
400701,NIAGARA WHEATF,1,0,0,"323,735","3,281,478",0,0,0,0,"28,199",0,"26,188","65,000",0.667,"43,355",0,"137,044","105,113",0,0,0,0,0,0,0,0,0,0,"1,139,577"
400800,NIAGARA FALLS,1,0,0,"4,147,841","10,418,235",0,0,0,0,0,0,"33,110","211,421",0.888,"187,742",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,357,010"
400900,N. TONAWANDA,1,0,0,0,"5,737,614",0,0,0,0,0,"79,700","318,400",0,0.697,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,151","703,648"
401001,STARPOINT,1,0,0,0,"1,233,944",0,0,0,0,0,"79,900","23,970",0,0.699,0,0,"117,576","93,943",0,0,0,0,0,0,0,0,0,0,"103,039"
401201,ROYALTON HARTL,1,0,0,0,"1,287,859",0,"21,897",0,0,0,"86,500","30,275",0,0.765,0,0,0,0,0,0,0,0,0,0,0,0,"21,897",0,"235,232"
401301,BARKER,1,0,0,0,"496,750",0,"12,560","12,560",0,0,"81,900",0,"65,000",0.719,"46,735",0,"92,018","75,363",0,0,0,0,0,0,0,0,"25,120","92,518","107,223"
401501,WILSON,1,0,0,0,"1,144,833",0,0,0,0,0,"179,194",0,0,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"261,370"
410401,ADIRONDACK,1,0,0,0,"2,731,952",0,0,0,0,0,"84,900",0,0,0.749,0,0,"28,176","23,921",0,0,0,"770,162",0,0,"102,625",0,0,0,"300,171"
410601,CAMDEN,1,0,0,0,"5,097,099",0,0,0,0,0,"93,100","17,840","100,000",0.831,"83,100",0,"1,479,962","1,377,845",0,0,0,0,0,0,0,0,0,"66,895","540,299"
411101,CLINTON,1,0,0,0,"2,090,337",0,"8,551",0,0,0,0,0,0,0.732,0,0,"16,489","13,719",0,0,0,0,0,0,0,0,"8,551","26,594",0
411501,NEW HARTFORD,1,0,0,0,"844,558",0,0,0,0,0,"81,500","28,525",0,0.715,0,0,"441,270","359,635",0,0,0,0,0,0,0,0,0,0,0
411504,NEW YORK MILLS,1,0,0,0,"608,385",0,0,0,0,0,"77,000",0,"24,930",0.670,"16,703",0,0,0,0,0,0,0,0,0,0,0,0,0,0
411603,SAUQUOIT VALLE,1,0,0,0,"1,744,002",0,0,0,0,0,0,0,0,0.776,0,0,"742,100","650,080",0,0,0,"120,192",0,0,"8,894",0,0,0,"210,953"
411701,REMSEN,1,0,0,0,"705,143",0,0,0,0,0,0,0,0,0.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"61,587"
411800,ROME,1,0,0,0,"7,535,117",0,0,0,0,0,0,0,"400,000",0.872,"348,800",0,"254,856","247,720",0,0,0,0,0,0,0,0,0,0,"2,507,205"
411902,WATERVILLE,1,0,0,0,"1,910,433",0,0,0,0,0,0,0,0,0.797,0,0,"52,788","47,351",0,0,0,"585,129",0,0,"31,013",0,0,0,"280,420"
412000,SHERRILL,1,0,0,0,"2,112,761",0,0,0,0,0,"88,500",0,0,0.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"423,707"
412201,HOLLAND PATENT,1,0,0,0,"1,828,481",0,0,0,0,0,"83,900",0,0,0.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"339,252"
412300,UTICA,1,0,0,0,"15,777,461",0,"21,262",0,0,0,0,0,"100,000",0.938,"93,800",0,0,0,0,0,0,0,0,0,0,0,"21,262",0,"3,010,254"
412801,WESTMORELAND,1,0,0,"485,243","760,070",0,0,0,0,"30,610","86,300",0,0,0.763,0,0,"3,546","3,060",0,0,0,0,0,0,0,0,0,0,"251,224"
412901,ORISKANY,1,0,0,0,"602,612",0,0,0,0,0,0,"7,930",0,0.693,0,0,"951,083","754,209",0,0,0,0,0,0,0,0,0,0,"64,872"
412902,WHITESBORO,1,0,0,0,"6,607,106",287,0,0,0,0,"84,500",0,0,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420101,WEST GENESEE,1,0,0,"296,019","2,843,822",0,0,0,0,"8,693","84,900",0,0,0.749,0,0,"1,209,764","1,027,090",0,0,0,0,0,0,0,0,0,0,"288,553"
420303,NORTH SYRACUSE,1,0,0,0,"2,920,220",0,0,0,0,0,"84,800","29,680",0,0.748,0,0,"1,703,457","1,444,532",0,0,0,0,0,0,0,0,0,0,"1,352,815"
420401,E SYRACUSE-MIN,1,0,0,0,"5,094,019",0,0,0,0,0,"77,100",0,0,0.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"560,416"
420411,JAMESVILLE-DEW,1,0,0,0,"3,863,917",0,0,0,0,0,"76,300","26,705","69,922",0.663,"46,358",0,"102,364","78,104",0,0,0,0,0,0,0,0,0,0,"215,998"
420501,JORDAN ELBRIDG,1,0,0,0,"2,418,768",0,0,0,0,0,"85,100","29,712",0,0.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"528,652"
420601,FABIUS-POMPEY,1,0,0,0,"752,330",0,0,0,0,0,"82,100",0,"28,100",0.721,"20,260",0,0,0,0,0,0,0,0,0,0,0,0,0,"78,432"
420701,WESTHILL,1,0,0,0,"4,261,168",0,0,0,0,0,"86,500",0,0,0.765,0,0,"77,136","66,723",0,0,0,0,0,0,0,0,0,0,"30,227"
420702,SOLVAY,1,0,0,0,"2,570,695",0,0,0,0,0,"86,400",0,0,0.764,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,095","449,910"
420807,LA FAYETTE,1,0,0,0,"2,155,038",0,"10,866",0,0,0,"831,242","30,450",0,0.770,0,0,0,0,0,0,0,0,0,0,0,0,"10,866",0,"131,592"
420901,BALDWINSVILLE,1,0,0,0,"5,165,966",0,"7,103",0,0,0,"86,000","30,088","229,000",0.760,"174,040",0,"209,268","179,970",0,0,0,0,0,0,0,0,"7,103",0,"493,208"
421001,FAYETTEVILLE,1,0,0,0,"4,405,305",0,"6,722",0,0,0,"97,363","28,315","40,000",0.709,"28,360",0,"232,978","188,479",0,0,0,0,0,0,0,0,"6,722","14,355","172,799"
421101,MARCELLUS,1,0,0,0,"2,095,885",0,0,0,0,0,0,"27,195",0,0.677,0,0,"1,708,556","1,327,548",0,0,0,0,0,0,0,0,0,0,"170,984"
421201,ONONDAGA,1,0,0,0,"2,493,572",0,"282,198",0,0,0,0,"29,390",0,0.740,0,0,0,0,0,0,0,0,0,0,0,0,"282,198",0,"244,148"
421501,LIVERPOOL,1,0,0,0,"8,952,945",0,0,0,0,0,"84,300","29,505","100,000",0.743,"74,300",0,"280,296","236,290",0,0,0,0,0,0,0,0,0,0,"1,253,362"
421504,LYNCOURT,1,0,0,0,"1,065,038",0,0,0,0,0,"93,000",0,0,0.830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"214,084"
421601,SKANEATELES,1,0,0,0,"2,530,945",0,0,0,0,0,"62,900","8,680",0,0.529,0,0,"2,120,037","1,333,503",0,0,0,0,0,0,0,0,0,"75,719",0
421800,SYRACUSE,1,1,0,0,"34,872,575",0,0,0,0,0,0,"33,740",0,0.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,869,891"
421902,TULLY,1,0,0,0,"1,661,542",0,0,0,0,0,0,0,"33,072",0.659,"21,794",0,0,0,0,0,0,0,0,0,0,0,0,0,"99,660"
430300,CANANDAIGUA,1,0,0,0,"3,997,130",0,0,0,0,0,"73,200",0,0,0.632,0,0,"1,729,490","1,265,987",0,0,0,0,0,0,0,0,0,"2,022","477,502"
430501,EAST BLOOMFIEL,1,0,0,0,"2,215,643",0,0,0,0,0,0,"27,195","13,721",0.677,"9,289",0,0,0,0,0,0,0,0,0,0,0,0,0,"201,838"
430700,GENEVA,1,0,0,0,"4,391,514",0,0,0,0,0,0,0,"35,000",0.792,"27,720",0,"2,420,736","2,159,297",0,0,0,"830,158",0,0,"75,480",0,0,0,"957,358"
430901,GORHAM-MIDDLES,1,0,0,0,"2,663,084",0,0,0,0,0,"71,800",0,0,0.618,0,0,0,0,0,0,0,"429,865",0,0,"76,734",0,0,0,"321,383"
431101,MANCHSTR-SHRTS,1,0,0,0,"1,972,964",0,0,0,0,0,"88,100","30,835",0,0.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,164"
431201,NAPLES,1,0,0,0,"1,409,871",0,"1,703",0,0,0,"63,700","15,680","20,000",0.537,"10,740",0,"1,348,162","858,779",0,0,0,0,0,0,0,0,"1,703",0,"57,241"
431301,PHELPS-CLIFTON,1,0,0,0,"3,328,085",0,0,0,0,0,0,0,"31,000",0.777,"24,087",0,"51,240","44,937",0,0,0,"1,384,774",0,0,"34,620",0,0,0,"534,324"
431401,HONEOYE,1,0,0,0,"308,115",0,0,0,0,0,"64,300","7,856","6,500",0.543,"3,530",0,0,0,0,0,0,0,0,0,0,0,0,0,"80,999"
431701,VICTOR,1,0,0,0,"4,549,354",0,0,0,0,0,0,"18,775",0,0.651,0,0,"273,180","205,158",0,0,0,0,0,0,0,0,0,0,"377,999"
440102,WASHINGTONVILL,1,0,0,0,"3,735,267",0,0,0,0,0,"76,700","26,845",0,0.667,0,0,"321,244","246,394",0,0,0,0,0,0,0,0,0,"6,281","598,239"
440201,CHESTER,1,0,0,0,"1,169,924",0,0,0,0,0,"154,101",0,"37,500",0.573,"21,488",0,0,0,0,0,0,0,0,0,0,0,0,0,0
440301,CORNWALL,1,0,0,0,"2,431,502","12,117",0,0,0,0,0,"25,476",0,0.672,0,0,"610,028","470,942",0,0,0,0,0,0,0,0,0,"14,672","126,666"
440401,PINE BUSH,1,0,0,0,"3,788,352",0,0,0,0,0,0,"28,245","99,830",0.707,"70,580",0,"2,595,654","2,094,693",0,0,0,0,0,0,0,0,0,0,"939,367"
440601,GOSHEN,1,0,0,0,"1,949,786",0,"21,180",0,0,0,"112,118","24,045",0,0.587,0,0,"308,698","212,076",0,0,0,0,0,0,0,0,"21,180",0,0
440901,HIGHLAND FALLS,1,0,0,0,"1,249,688",0,0,0,0,0,"83,500",0,0,0.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"208,607"
441000,MIDDLETOWN,1,0,0,"287,429","9,958,612",0,"139,118",0,0,"22,653","89,900",0,"183,400",0.799,"146,537",0,"707,417","635,968",0,0,0,0,0,0,0,0,"139,118",0,"2,603,748"
441101,MINISINK VALLE,1,0,0,0,"4,020,423",0,0,0,0,0,0,0,"43,000",0.694,"29,842",0,"1,058,928","840,789",0,0,0,"4,714,912",0,0,"735,528",0,0,0,"898,837"
441201,MONROE WOODBUR,1,0,0,"2,074,062","1,108,860",0,0,0,0,0,0,"11,869",0,0.633,0,0,0,0,0,0,"3,166,507",0,0,"518,515",0,0,0,0,0
441202,KIRYAS JOEL,1,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,595,234"
441301,VALLEY-MONTGMR,1,0,0,0,"2,855,270",0,0,0,0,0,"146,800",0,0,0.634,0,0,"18,724","13,743",0,0,0,0,0,0,0,0,0,"7,115","439,268"
441600,NEWBURGH,1,0,0,0,"6,339,137",0,0,0,0,0,0,0,0,0.789,0,0,"1,502,994","1,336,162",0,0,0,0,0,0,0,0,0,0,"2,853,331"
441800,PORT JERVIS,1,0,0,0,"2,744,812",0,"19,158","9,579",0,0,0,0,0,0.806,0,0,"2,747,590","2,489,317",0,0,0,0,0,0,0,0,"28,737",0,"984,767"
441903,TUXEDO,1,0,0,0,"4,386",0,0,0,0,0,0,0,0,0.000,0,0,"171,744","17,174",0,0,0,0,0,0,0,0,0,0,"108,000"
442101,WARWICK VALLEY,1,0,0,0,"2,208,321",0,0,0,0,0,"136,200",0,"45,000",0.581,"26,145",0,"915,480","623,442",0,0,0,0,0,0,0,0,0,0,"296,999"
442111,GREENWOOD LAKE,1,0,0,0,"451,373",0,0,0,0,0,0,0,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442115,FLORIDA,1,0,0,0,"1,099,281",0,0,0,0,0,"66,300","23,205",0,0.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"113,343"
450101,ALBION,1,0,0,0,"1,060,667",0,0,0,0,0,"94,900","27,208",0,0.849,0,0,"3,523,230","3,343,545",0,0,0,0,0,0,0,0,0,0,"603,305"
450607,KENDALL,1,0,0,0,"2,653,418",0,0,0,0,0,0,0,0,0.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"236,223"
450704,HOLLEY,1,0,0,0,"2,768,477",0,0,0,0,0,"90,800","31,780",0,0.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"217,993"
450801,MEDINA,1,0,0,0,"2,643,095",0,0,0,0,0,0,0,0,0.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"504,271"
451001,LYNDONVILLE,1,0,0,0,"1,434,510",0,0,0,0,0,"83,900","113,382",0,0.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"556,199"
460102,ALTMAR PARISH,1,0,0,0,"2,844,310",0,0,0,0,0,0,0,0,0.795,0,0,"2,288,669","2,048,359",0,0,0,0,0,0,0,0,0,0,"454,727"
460500,FULTON,1,0,0,0,"3,985,852",0,0,0,0,0,0,0,"111,301",0.898,"99,948",0,"857,292","840,146",0,0,0,0,0,0,0,0,0,0,"952,177"
460701,HANNIBAL,1,0,0,0,"4,428,996",0,0,0,0,0,"98,000","33,460",0,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"243,526"
460801,CENTRAL SQUARE,1,0,0,0,"3,687,968",0,0,0,0,0,"86,300",0,0,0.763,0,0,"759,888","655,783",0,0,0,0,0,0,0,0,0,0,"431,058"
460901,MEXICO,1,0,0,0,"3,329,616",0,0,0,0,0,0,0,"50,000",0.777,"38,850",0,"23,126","20,282",0,0,0,0,0,0,0,0,0,0,"605,774"
461300,OSWEGO,1,0,0,0,"6,986,464",0,0,0,0,0,0,0,0,0.786,0,0,"1,010,236","895,069",0,0,0,0,0,0,0,0,0,"2,555,275","510,411"
461801,PULASKI,1,0,0,0,"2,299,294",0,0,0,0,0,"94,400","31,640",0,0.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"204,691"
461901,SANDY CREEK,1,0,0,0,"1,699,298",0,0,0,0,0,"83,200","27,685",0,0.732,0,0,"392,790","326,801",0,0,0,0,0,0,0,0,0,0,"155,357"
462001,PHOENIX,1,0,0,0,"6,190,198",0,0,0,0,0,"88,900",0,0,0.789,0,0,"338,996","301,367",0,0,0,0,0,0,0,0,0,0,"434,621"
470202,GLBTSVLLE-MT U,1,0,0,0,"924,525",0,0,0,0,0,"85,600",0,0,0.756,0,0,0,0,0,0,0,"783,832",0,0,"97,195",0,0,0,0
470501,EDMESTON,1,0,0,0,"697,682",0,0,0,0,0,0,0,0,0.754,0,0,"39,205","33,481",0,0,0,0,0,0,0,0,0,0,"66,750"
470801,LAURENS,1,0,0,0,"1,326,547",0,0,0,0,0,"85,700","28,315",0,0.757,0,0,"258,424","221,469",0,0,0,0,0,0,0,0,0,0,0
470901,SCHENEVUS,1,0,0,0,"709,208",0,0,0,0,0,"83,900",0,0,0.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,489"
471101,MILFORD,1,0,0,0,"394,703",0,0,0,0,0,"79,000",710,0,0.690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,175"
471201,MORRIS,1,0,0,0,"332,285",0,"1,352",0,0,0,"84,600",0,"20,000",0.746,"14,920",0,0,0,0,0,0,0,0,0,0,0,"1,352",0,"90,166"
471400,ONEONTA,1,0,0,"71,907","1,643,495",0,0,0,0,"9,120",0,0,"39,160",0.673,"26,355",0,"28,749","22,223",0,0,0,0,0,0,0,0,0,0,"275,287"
471601,OTEGO-UNADILLA,1,0,0,0,"1,193,318",0,0,0,0,0,0,0,"49,500",0.791,"39,155",0,"1,122,704","1,000,329",0,0,0,0,0,0,0,0,0,0,"188,014"
471701,COOPERSTOWN,1,0,0,0,"818,892",0,0,0,0,0,"71,800","8,127",0,0.618,0,0,"1,334",958,0,0,0,0,0,0,0,0,0,0,0
472001,RICHFIELD SPRI,1,0,0,0,"481,427",0,0,0,0,0,0,"24,360",0,0.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,810"
472202,CHERRY VLY-SPR,1,0,0,0,"823,041",0,0,0,0,0,"128,346",0,0,0.715,0,0,"95,856","78,123",0,0,0,"729,662",0,0,"120,395",0,0,0,"71,973"
472506,WORCESTER,1,0,0,0,"2,122,883",0,0,0,0,0,0,0,0,0.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"76,781"
480101,MAHOPAC,1,0,0,0,"2,156,882",0,0,0,0,0,0,0,0,0.506,0,0,"3,024,189","1,832,659",0,0,0,0,0,0,0,0,0,0,0
480102,CARMEL,1,0,0,0,"2,854,125",0,"168,541","84,271",0,0,0,0,"38,640",0.524,"20,247",0,0,0,0,0,0,0,0,0,0,0,"252,812",0,0
480401,HALDANE,1,0,0,0,"358,832",0,0,0,0,0,0,0,0,0.254,0,0,"202,860","71,812",0,0,0,0,0,0,0,0,0,0,0
480404,GARRISON,1,0,0,0,"68,164",0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"86,400"
480503,PUTNAM VALLEY,1,0,0,"674,366","986,097","2,523",0,0,0,0,0,0,0,0.532,0,0,"205,836","130,088",0,0,0,0,0,0,0,0,0,0,0
480601,BREWSTER,1,0,0,0,"2,629,208",0,0,0,0,0,0,"19,197",0,0.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,117"
490101,BERLIN,1,0,0,0,"1,455,795",0,0,0,0,0,0,0,"14,145",0.654,"9,251",0,0,0,0,0,0,0,0,0,0,0,0,0,"198,151"
490202,BRUNSWICK CENT,1,0,0,0,"669,302",0,0,0,0,0,"78,400",0,0,0.684,0,0,"1,124,086","881,283",0,0,0,0,0,0,0,0,0,0,"99,826"
490301,EAST GREENBUSH,1,0,0,0,"4,122,264",0,"46,939",0,0,0,0,0,0,0.621,0,0,0,0,0,0,0,0,0,0,0,0,"46,939",0,0
