DBSFK1, 04/13/24,INC,REP,E(WM0182) 05 COMBINED WEALTH RATIO (CWR),F(K10134) 00 2023-24 CHARTER SCH ENR W/O BOE APPROVED,G(K20134) 00 2022-23 CHARTER SCH ENR W/O BOE APPROVED,H(K30134) 00 2021-22 CHARTER SCH ENR W/O BOE APPROVED,I(K20135) 00 2020-21 CHARTER SCH ENR W/O BOE APPROVED,J(NO0881) 00 INCREASE FROM: 22-23 TO 23-24,K(NO0886) 00 INCREASE FROM: 21-22 TO 22-23,L(NO0891) 00 INCREASE FROM: 20-21 TO 21-22,M(NO0882) 00 2023-24 TOTAL RES PUBLIC ENR,N(NO0887) 00 2022-23 TOTAL RES PUBLIC ENR,O(NO0892) 00 2021-22 TOTAL RES PUBLIC ENR,P(E10008) 00 23-24 PYMTS TO CH SCH (EST),Q(E20008) 00 22-23 PYMTS TO CH SCH (PRELIM),R(E30008) 00 21-22 PYMTS TO CH SCH (ACTUAL),S(E10001) 00 2023-24 TGFE (EST),T(E20001) 00 2022-23 TGFE (PRELIM),U(E30001) 00 2021-22 TGFE (ACTUAL),V(E10007) 00 23-24 CH SCH TOT BASIC TUIT/PUPIL,W(NO0885) 00 AID1 @ 23-24 TUITION/P*.8*INCR,X(NO0890) 00 AID2 @ 23-24 TUITION/P*.6*INCR,Y(NO0895) 00 AID3 @ 23-24 TUITION/P*.4*INCR,Z(FA0013) 00 24-25 TRANSTN AID FOR CHARTER SCH PYMTS
620600,KINGSTON,1,0,0.770,0,0,0,0,0,0,0,"6,046","6,148","6,251",0,0,0,"219,554,412","199,972,347","192,445,066","17,811",0,0,0,0
620803,HIGHLAND,1,0,0.796,0,0,0,0,0,0,0,"1,541","1,565","1,610",0,0,0,"52,499,878","48,479,808","44,930,444","14,955",0,0,0,0
620901,RONDOUT VALLEY,1,0,1.340,0,0,0,0,0,0,0,"1,703","1,648","1,706",0,0,0,"75,058,323","68,823,529","63,541,923","19,344",0,0,0,0
621001,MARLBORO,1,0,0.745,0,0,0,2,0,0,0,"1,870","1,867","1,903",0,0,0,"63,973,392","60,071,732","57,072,794","18,368",0,0,0,0
621101,NEW PALTZ,1,0,1.163,0,0,0,0,0,0,0,"1,789","1,812","1,814",0,0,0,"71,298,660","68,050,609","65,798,774","17,004",0,0,0,0
621201,ONTEORA,1,0,2.594,0,0,0,0,0,0,0,"1,086","1,133","1,157",0,0,0,"61,329,023","53,804,306","53,539,682","20,596",0,0,0,0
621601,SAUGERTIES,1,0,0.961,0,0,0,0,0,0,0,"2,312","2,293","2,344",0,0,0,"71,192,559","65,188,223","65,771,968","14,479",0,0,0,0
621801,WALLKILL,1,0,0.683,0,0,0,0,0,0,0,"2,780","2,781","2,801",0,0,0,"85,391,181","86,931,637","72,823,047","13,334",0,0,0,0
622002,ELLENVILLE,1,0,0.665,0,0,0,0,0,0,0,"1,432","1,472","1,527",0,0,0,"53,268,938","52,764,304","49,530,064","18,905",0,0,0,0
630101,BOLTON,1,0,8.772,0,0,0,0,0,0,0,104,107,111,0,0,0,"10,359,965","8,538,256","8,504,008","23,321",0,0,0,0
630202,NORTH WARREN,1,0,1.942,0,0,0,0,0,0,0,454,454,470,0,0,0,"15,160,127","13,853,449","16,615,413","16,566",0,0,0,0
630300,GLENS FALLS,1,0,0.646,0,0,0,0,0,0,0,"1,879","1,854","1,893",0,0,0,"57,135,126","46,146,350","44,289,218","13,380",0,0,0,0
630601,JOHNSBURG,1,0,1.245,0,0,0,0,0,0,0,247,274,285,0,0,0,"12,487,315","10,961,171","9,977,395","19,097",0,0,0,0
630701,LAKE GEORGE,1,0,3.432,0,0,0,0,0,0,0,612,631,643,0,0,0,"24,808,692","23,421,147","22,460,598","14,107",0,0,0,0
630801,HADLEY LUZERNE,1,0,1.146,0,0,0,0,0,0,0,627,642,640,0,0,0,"23,267,725","21,879,885","20,696,631","15,824",0,0,0,0
630902,QUEENSBURY,1,0,0.757,0,0,0,0,0,0,0,"3,011","3,037","3,087",0,0,0,"75,295,899","69,065,946","65,129,611","10,905",0,0,0,0
630918,GLENS FALLS CO,1,0,0.573,0,0,0,0,0,0,0,239,242,272,0,0,0,"5,291,439","6,020,492","4,610,504","14,508",0,0,0,0
631201,WARRENSBURG,1,0,0.730,0,2,0,0,0,2,0,622,650,661,0,0,0,"22,970,041","21,355,875","20,466,111","16,695",0,0,0,0
640101,ARGYLE,1,0,0.657,0,0,0,0,0,0,0,488,484,475,0,0,0,"13,818,265","12,767,618","12,633,341","13,591",0,0,0,0
640502,FORT ANN,1,0,0.710,0,0,0,0,0,0,0,435,450,424,0,0,0,"13,777,730","12,541,117","11,385,054","15,126",0,0,0,0
640601,FORT EDWARD,1,1,0.498,0,0,0,0,0,0,0,370,396,394,0,0,0,"12,449,626","11,329,903","10,162,743","17,594",0,0,0,0
640701,GRANVILLE,1,0,0.467,0,0,0,0,0,0,0,954,931,950,0,0,0,"29,675,954","25,623,851","25,377,433","11,769",0,0,0,0
640801,GREENWICH,1,0,0.725,0,0,0,0,0,0,0,834,864,869,0,0,0,"24,285,815","23,372,711","22,504,282","13,928",0,0,0,0
641001,HARTFORD,1,0,0.520,0,0,0,0,0,0,0,349,374,387,0,0,0,"14,300,347","12,827,242","11,771,842","11,798",0,0,0,0
641301,HUDSON FALLS,1,0,0.431,0,0,0,0,0,0,0,"2,077","2,083","2,180",0,0,0,"53,452,809","48,051,233","44,617,264","10,969",0,0,0,0
641401,PUTNAM,1,0,2.979,0,0,0,0,0,0,0,38,51,57,0,0,0,"2,863,649","1,872,788","1,924,383","24,562",0,0,0,0
641501,SALEM,1,0,0.548,0,0,0,0,0,0,0,520,531,539,0,0,0,"17,321,205","14,815,796","14,040,646","16,437",0,0,0,0
641610,CAMBRIDGE,1,0,0.594,0,0,0,0,0,0,0,774,814,817,0,0,0,"24,806,120","23,170,678","22,483,816","14,254",0,0,0,0
641701,WHITEHALL,1,0,0.583,0,0,0,0,0,0,0,661,670,728,0,0,0,"20,097,501","17,602,518","15,792,594","14,031",0,0,0,0
650101,NEWARK,1,0,0.424,0,0,0,0,0,0,0,"1,836","1,895","1,912",0,0,0,"59,939,949","53,057,124","50,096,902","13,312",0,0,0,0
650301,CLYDE-SAVANNAH,1,0,0.348,0,0,0,0,0,0,0,751,754,762,0,0,0,"27,397,326","23,172,810","21,151,943","17,096",0,0,0,0
650501,LYONS,1,0,0.374,0,0,0,0,0,0,0,868,861,859,0,0,0,"29,487,133","23,923,231","22,541,686","13,774",0,0,0,0
650701,MARION,1,0,0.643,0,0,0,0,0,0,0,630,643,636,0,0,0,"22,687,300","19,638,758","19,988,039","13,409",0,0,0,0
650801,WAYNE,1,0,0.755,0,0,0,2,0,0,0,"2,004","2,034","2,003",0,0,0,"53,104,746","47,000,294","55,002,521","11,428",0,0,0,0
650901,PALMYRA-MACEDO,1,0,0.543,0,0,0,0,0,0,0,"1,668","1,690","1,737",0,0,0,"48,586,000","43,587,714","48,614,744","11,844",0,0,0,0
650902,GANANDA,1,0,0.545,0,0,0,0,0,0,0,818,847,865,0,0,0,"26,341,380","24,482,828","22,506,442","11,679",0,0,0,0
651201,SODUS,1,0,0.487,0,0,0,0,0,0,0,"1,018",981,963,0,0,0,"32,044,069","27,341,603","26,641,584","13,390",0,0,0,0
651402,WILLIAMSON,1,0,0.589,0,0,0,0,0,0,0,950,920,972,0,0,0,"27,049,985","24,735,735","26,082,138","14,433",0,0,0,0
651501,N. ROSE-WOLCOT,1,0,0.569,0,0,0,0,0,0,0,"1,078","1,093","1,084",0,0,0,"34,710,447","29,230,707","31,769,366","14,020",0,0,0,0
651503,RED CREEK,1,0,0.454,0,0,0,0,0,0,0,764,773,780,0,0,0,"24,881,413","22,351,614","21,427,130","12,958",0,0,0,0
660101,KATONAH LEWISB,1,0,2.171,0,0,0,0,0,0,0,"2,803","2,832","2,905",0,0,0,"119,988,980","114,887,328","111,595,873","21,199",0,0,0,0
660102,BEDFORD,1,0,3.092,0,0,0,0,0,0,0,"3,497","3,583","3,705",0,0,0,"152,538,000","151,958,079","144,972,650","23,269",0,0,0,0
660202,CROTON HARMON,1,0,1.654,0,0,0,0,0,0,0,"1,582","1,536","1,542",0,0,0,"56,174,984","51,057,497","48,138,900","17,200",0,0,0,0
660203,HENDRICK HUDSO,1,1,1.230,0,0,0,0,0,0,0,"2,192","2,181","2,202",0,0,0,"88,051,588","83,779,690","80,889,255","19,996",0,0,0,0
660301,EASTCHESTER,1,0,1.442,1,0,0,0,1,0,0,"2,978","2,968","3,072",0,0,0,"101,856,200","96,145,855","92,627,607","20,204",0,0,0,0
660302,TUCKAHOE,1,0,1.726,1,0,0,0,1,0,0,"1,069","1,080","1,083",0,0,0,"40,113,060","36,975,205","35,117,086","23,628",0,0,0,0
660303,BRONXVILLE,1,0,4.514,0,0,1,0,0,0,1,"1,519","1,528","1,522",0,0,"22,071","53,197,532","50,615,118","50,333,367","22,599",0,0,0,0
660401,TARRYTOWN,1,0,1.316,1,0,0,0,1,0,0,"2,613","2,572","2,531","107,718","31,613",0,"93,473,676","83,965,684","81,011,765","18,993",0,0,0,0
660402,IRVINGTON,1,0,1.983,0,0,0,0,0,0,0,"1,746","1,758","1,736",0,0,0,"73,079,120","67,625,552","64,573,495","23,064",0,0,0,0
660403,DOBBS FERRY,1,0,1.551,0,0,0,0,0,0,0,"1,488","1,503","1,501",0,0,0,"55,205,235","50,550,492","49,684,151","22,177",0,0,0,0
660404,HASTINGS ON HU,1,0,1.546,0,0,0,1,0,0,0,"1,579","1,612","1,602",0,0,0,"57,663,200","54,428,765","51,932,954","23,686",0,0,0,0
660405,ARDSLEY,1,0,1.288,0,0,0,0,0,0,0,"2,309","2,277","2,300",0,0,0,"82,471,100","76,222,873","71,746,185","23,390",0,0,0,0
660406,EDGEMONT,1,0,1.831,0,0,0,0,0,0,0,"1,832","1,904","1,943",0,0,0,"68,181,417","66,026,005","62,189,584","20,605",0,0,0,0
660407,GREENBURGH,1,0,2.325,5,3,1,0,2,2,1,"1,577","1,551","1,525","115,000","113,567","136,812","78,032,174","70,807,790","73,869,816","23,424",0,0,0,0
660409,ELMSFORD,1,0,1.359,8,6,5,5,2,1,0,"1,058","1,047",988,"212,650","173,383","119,760","41,749,424","37,443,965","33,765,160","25,552",0,0,0,0
660501,HARRISON,1,0,3.093,2,2,2,1,0,0,1,"3,761","3,651","3,640","52,000","50,078","73,335","135,268,436","129,405,845","123,007,735","25,595",0,0,0,0
660701,MAMARONECK,1,0,2.536,0,0,0,0,0,0,0,"5,510","5,416","5,364",0,0,0,"155,517,644","147,221,693","142,808,490","20,436",0,0,0,0
660801,MT PLEAS CENT,1,0,1.369,0,0,0,0,0,0,0,"1,956","1,938","1,899",0,0,0,"74,520,219","70,592,947","66,120,401","20,270",0,0,0,0
660802,POCANTICO HILL,1,0,4.501,0,0,0,0,0,0,0,417,398,387,0,0,0,"30,583,040","39,641,491","37,767,830","41,070",0,0,0,0
660805,VALHALLA,1,0,1.484,0,0,0,0,0,0,0,"1,430","1,380","1,376",0,0,0,"57,600,924","54,315,826","53,079,579","22,037",0,0,0,0
660809,PLEASANTVILLE,1,0,1.260,0,0,0,0,0,0,0,"1,569","1,561","1,535",0,"17,373",0,"59,321,388","56,312,536","52,128,071","17,595",0,0,0,0
660900,MOUNT VERNON,1,0,0.811,570,564,505,499,6,59,6,"7,191","7,349","7,275","12,120,000","10,615,234","9,401,841","265,969,821","262,041,588","251,911,171","18,589","89,227","658,051","44,614","791,892"
661004,CHAPPAQUA,1,0,2.766,0,0,0,0,0,0,0,"3,551","3,542","3,526",0,0,0,"138,296,283","131,488,637","130,088,682","20,759",0,0,0,0
661100,NEW ROCHELLE,1,0,1.160,9,3,2,6,6,1,0,"9,796","9,811","9,832","195,000","166,220","35,444","308,294,661","300,707,032","291,119,844","18,595",0,0,0,0
661201,BYRAM HILLS,1,0,3.060,0,0,0,0,0,0,0,"2,342","2,299","2,317",0,0,0,"99,725,037","97,442,278","94,571,028","22,205",0,0,0,0
661301,NORTH SALEM,1,0,2.270,0,0,0,0,0,0,0,963,980,"1,014",0,0,0,"49,306,013","47,214,920","46,581,431","22,007",0,0,0,0
661401,OSSINING,1,0,0.926,0,0,0,0,0,0,0,"4,773","4,735","4,749",0,0,0,"166,963,908","153,377,084","137,801,568","21,185",0,0,0,0
661402,BRIARCLIFF MAN,1,0,2.319,0,0,0,0,0,0,0,"1,252","1,267","1,253",0,0,0,"56,153,968","55,978,886","52,126,443","24,366",0,0,0,0
661500,PEEKSKILL,1,0,0.540,0,0,0,0,0,0,0,"3,608","3,514","3,485",0,"17,871",0,"115,703,261","99,832,948","97,227,395","19,292",0,0,0,0
661601,PELHAM,1,0,1.665,1,2,2,1,0,0,1,"2,780","2,687","2,711","35,000","17,291","34,530","90,960,002","81,817,836","78,478,245","17,441",0,0,0,0
661800,RYE,1,0,4.580,0,0,0,0,0,0,0,"2,832","2,856","2,920",0,0,0,"103,019,102","98,830,757","97,126,294","22,644",0,0,0,0
661901,RYE NECK,1,0,1.943,0,0,0,0,0,0,0,"1,491","1,539","1,523",0,0,0,"48,635,958","45,795,031","46,755,341","19,848",0,0,0,0
661904,PORT CHESTER,1,0,0.756,0,0,0,0,0,0,0,"4,532","4,571","4,607",0,0,0,"142,895,881","125,755,112","116,808,155","16,661",0,0,0,0
661905,BLIND BROOK-RY,1,0,2.009,0,0,0,0,0,0,0,"1,308","1,297","1,281",0,0,0,"57,078,851","51,494,968","48,546,333","21,332",0,0,0,0
662001,SCARSDALE,1,0,4.056,0,0,3,0,0,0,3,"4,644","4,627","4,560",0,0,0,"177,774,187","175,390,627","166,022,720","24,704",0,0,0,0
662101,SOMERS,1,0,1.431,0,0,0,0,0,0,0,"2,560","2,636","2,748",0,0,0,"106,228,825","108,474,417","94,166,126","19,134",0,0,0,0
662200,WHITE PLAINS,1,0,1.554,2,5,7,8,0,0,0,"6,738","6,642","6,702","94,500","68,592","41,942","256,645,394","277,260,251","230,234,686","22,183",0,0,0,0
662300,YONKERS,1,1,0.772,922,814,794,802,108,20,0,"24,332","24,395","24,771","16,700,000","15,744,411","14,833,877","722,717,779","663,093,477","627,599,560","17,635","1,523,664","211,620",0,"1,735,284"
662401,LAKELAND,1,0,0.899,1,0,0,2,1,0,0,"5,352","5,344","5,378",0,0,0,"183,046,178","188,641,713","161,745,130","16,385",0,0,0,0
662402,YORKTOWN,1,0,1.159,0,0,0,0,0,0,0,"3,457","3,471","3,430",0,0,0,"115,670,000","108,216,485","102,544,376","18,023",0,0,0,0
670201,ATTICA,1,0,0.635,0,0,0,1,0,0,0,"1,088","1,102","1,092",0,0,0,"32,304,942","28,580,337","29,128,399","10,506",0,0,0,0
670401,LETCHWORTH,1,0,0.447,0,0,0,0,0,0,0,797,816,810,0,0,0,"24,650,567","20,905,038","20,465,975","12,475",0,0,0,0
671002,WYOMING,1,0,0.712,0,0,0,0,0,0,0,189,193,194,0,0,0,"5,703,420","4,785,102","5,998,665","20,994",0,0,0,0
671201,PERRY,1,0,0.591,0,0,0,0,0,0,0,714,733,759,0,0,0,"20,245,808","19,047,390","18,372,973","13,883",0,0,0,0
671501,WARSAW,1,0,0.515,0,0,0,0,0,0,0,770,774,800,0,0,0,"24,411,000","24,067,888","19,586,560","14,491",0,0,0,0
680601,PENN  YAN,1,0,1.307,0,0,0,1,0,0,0,"1,225","1,201","1,244",0,0,0,"40,761,809","44,747,349","33,461,342","12,888",0,0,0,0
680801,DUNDEE,1,0,0.750,0,0,0,0,0,0,0,552,577,589,0,0,0,"19,677,851","16,838,493","15,874,553","10,374",0,0,0,0
999997,complete,1,1,878.644,"158,929","152,125","149,981","146,526","2,101","2,329","1,849","1,498,202","1,501,618","1,507,895","3,915,537,768","3,774,752,008","3,264,672,102","79,378,136,231","74,632,574,354","71,394,670,141","10,802,732","22,550,397","19,954,168","10,907,103","53,411,668"
999998,incomplete,1,1,3.714,279,110,11,8,169,99,3,"2,989","2,807","2,760","3,731,566","2,278,276","182,135","94,270,691","94,270,691","79,394,341","63,688","2,618,554","1,150,459",0,"3,769,013"
999999,STATE TOTALS,1,1,882.358,"159,208","152,235","149,992","146,534","2,270","2,428","1,852","1,501,191","1,504,425","1,510,655","3,919,269,334","3,777,030,284","3,264,854,237","79,472,406,922","74,726,845,045","71,474,064,482","10,866,420","25,168,951","21,104,627","10,907,103","57,180,681"
